 num     #instances         #bytes  class name (module)
2426:             5             80  org.springframework.boot.origin.SystemEnvironmentOrigin
2427:             2             80  org.springframework.cloud.client.DefaultServiceInstance
2428:             1             80  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsFunctionProcessor
2429:             2             80  org.springframework.cloud.stream.config.BindingProperties
2430:             2             80  org.springframework.cloud.vault.config.VaultProperties$GcpIamProperties
2431:             1             80  org.springframework.context.support.PropertySourcesPlaceholderConfigurer
2432:             5             80  org.springframework.http.codec.multipart.DefaultPartHttpMessageReader$$Lambda$416/0x0000000100422f78
2433:             5             80  org.springframework.http.codec.support.BaseCodecConfigurer$$Lambda$421/0x000000010042e350
2434:             5             80  org.springframework.http.codec.support.BaseDefaultCodecs$$Lambda$420/0x000000010042ada8
2435:             2             80  org.springframework.integration.handler.support.PayloadsArgumentResolver
2436:             1             80  org.springframework.kafka.annotation.KafkaListenerAnnotationBeanPostProcessor
2437:             1             80  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor$1
2438:             1             80  org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration$DefaultPasswordEncoderAuthenticationManagerBuilder
2439:             1             80  org.springframework.security.config.annotation.web.configuration.HttpSecurityConfiguration$DefaultPasswordEncoderAuthenticationManagerBuilder
2440:             1             80  org.springframework.security.config.annotation.web.configurers.HeadersConfigurer
2441:             5             80  org.springframework.security.core.context.SecurityContextImpl
2442:             1             80  org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter
2443:             2             80  org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter
2444:             2             80  org.springframework.security.web.header.writers.HstsHeaderWriter
2445:             5             80  org.springframework.web.accept.HeaderContentNegotiationStrategy
2446:             5             80  org.springframework.web.client.DefaultResponseErrorHandler
2447:             5             80  org.springframework.web.client.RestTemplate$HeadersExtractor
2448:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
2449:             1             80  reactor.netty.resources.ConnectionProvider$Builder
2450:             1             80  reactor.netty.resources.PooledConnectionProvider$PoolFactory
2451:             2             80  sun.management.MemoryManagerImpl (java.management@17.0.13)
2452:             2             80  sun.security.ec.XECParameters (jdk.crypto.ec@17.0.13)
2453:             5             80  sun.security.ssl.SSLCipher$T10BlockReadCipherGenerator (java.base@17.0.13)
2454:             5             80  sun.security.ssl.SSLCipher$T10BlockWriteCipherGenerator (java.base@17.0.13)
2455:             1             80  sun.security.ssl.SSLSocketImpl (java.base@17.0.13)
2456:             5             80  sun.security.x509.RFC822Name (java.base@17.0.13)
2457:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.13)
2458:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.13)
2459:             1             72  [Lcom.fasterxml.jackson.core.JsonToken;
2460:             2             72  [Lcom.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer;
2461:             1             72  [Lcom.fasterxml.jackson.databind.type.LogicalType;
2462:             3             72  [Ljakarta.validation.constraintvalidation.ValidationTarget;
2463:             3             72  [Ljava.net.InetAddress; (java.base@17.0.13)
2464:             3             72  [Ljava.util.concurrent.ConcurrentHashMap$CounterCell; (java.base@17.0.13)
2465:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@17.0.13)
2466:             1             72  [Lorg.apache.coyote.AsyncStateMachine$AsyncState;
2467:             2             72  [Lorg.apache.hc.core5.http.HttpRequestInterceptor;
2468:             1             72  [Lorg.apache.kafka.common.security.authenticator.SaslClientAuthenticator$SaslState;
2469:             1             72  [Lorg.springframework.boot.logging.LoggingSystemProperty;
2470:             3             72  [Lorg.springframework.core.annotation.MergedAnnotation$Adapt;
2471:             3             72  ch.qos.logback.classic.spi.Configurator$ExecutionStatus
2472:             3             72  ch.qos.logback.core.joran.action.ActionUtil$Scope
2473:             1             72  ch.qos.logback.core.model.processor.ModelInterpretationContext
2474:             3             72  ch.qos.logback.core.model.processor.ProcessingPhase
2475:             3             72  ch.qos.logback.core.spi.FilterReply
2476:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
2477:             3             72  com.dynatrace.agent.AggregationFlag
2478:             3             72  com.dynatrace.agent.introspection.agentcore.JavaVersion$VirtualMachine
2479:             3             72  com.dynatrace.agent.introspection.shared.URIFilter
2480:             3             72  com.dynatrace.agent.introspection.uem.OverloadState
2481:             3             72  com.dynatrace.agent.introspection.uem.StringMatcherRuleConfig
2482:             3             72  com.dynatrace.agent.introspection.uem.constants.SerializationConstants$InjectionStrategy
2483:             3             72  com.dynatrace.agent.introspection.uem.mobile.MobileRUMSerializationConstants$MobileRUMCapturingState
2484:             3             72  com.dynatrace.agent.util.reflector.MakeAccessibleReflector
2485:             3             72  com.dynatrace.agent.util.reflector.RetryPrivilegedReflector
2486:             3             72  com.fasterxml.jackson.core.Base64Variant$PaddingReadBehaviour
2487:             1             72  com.fasterxml.jackson.core.util.InternCache
2488:             3             72  com.fasterxml.jackson.databind.ObjectWriter$Prefetch
2489:             3             72  com.fasterxml.jackson.databind.annotation.JsonSerialize$Typing
2490:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
2491:             3             72  com.fasterxml.jackson.databind.util.AccessPattern
2492:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
2493:             3             72  com.nimbusds.jose.Requirement
2494:             3             72  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$GcGenerationAge
2495:             3             72  io.micrometer.core.instrument.config.MeterFilterReply
2496:             3             72  io.netty.channel.ChannelMetadata
2497:             3             72  io.netty.handler.ssl.ApplicationProtocolConfig$SelectedListenerFailureBehavior
2498:             3             72  io.netty.handler.ssl.ApplicationProtocolConfig$SelectorFailureBehavior
2499:             3             72  io.netty.handler.ssl.ClientAuth
2500:             3             72  io.netty.handler.ssl.SslProvider
2501:             3             72  io.netty.util.concurrent.PromiseTask$SentinelRunnable
2502:             1             72  io.netty.util.concurrent.ScheduledFutureTask
2503:             3             72  jakarta.servlet.SessionTrackingMode
2504:             3             72  java.lang.StackStreamFactory$WalkerState (java.base@17.0.13)
2505:             3             72  java.lang.StackWalker$Option (java.base@17.0.13)
2506:             3             72  java.lang.WeakPairMap (java.base@17.0.13)
2507:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.13)
2508:             3             72  java.lang.invoke.MethodHandleImpl$ArrayAccess (java.base@17.0.13)
2509:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.13)
2510:             3             72  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.13)
2511:             3             72  java.net.Proxy$Type (java.base@17.0.13)
2512:             3             72  java.net.StandardProtocolFamily (java.base@17.0.13)
2513:             3             72  java.nio.file.AccessMode (java.base@17.0.13)
2514:             3             72  java.nio.file.FileTreeWalker$EventType (java.base@17.0.13)
2515:             3             72  java.time.ZoneOffset (java.base@17.0.13)
2516:             3             72  java.time.format.ResolverStyle (java.base@17.0.13)
2517:             3             72  java.util.Base64$Encoder (java.base@17.0.13)
2518:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.13)
2519:             3             72  java.util.stream.MatchOps$MatchKind (java.base@17.0.13)
2520:             3             72  javax.security.auth.Subject$SecureSet (java.base@17.0.13)
2521:             3             72  jdk.internal.icu.util.CodePointTrie$ValueWidth (java.base@17.0.13)
2522:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.13)
2523:             3             72  jdk.internal.misc.Signal (java.base@17.0.13)
2524:             3             72  org.apache.catalina.WebResourceRoot$ArchiveIndexStrategy
2525:             3             72  org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight
2526:             1             72  org.apache.catalina.core.StandardWrapperValve
2527:             1             72  org.apache.catalina.webresources.DirResourceSet
2528:             3             72  org.apache.catalina.webresources.EmptyResource
2529:             3             72  org.apache.coyote.ContinueResponseTiming
2530:             3             72  org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus
2531:             3             72  org.apache.hc.client5.http.impl.cookie.RFC6265CookieSpecFactory$CompatibilityLevel
2532:             1             72  org.apache.hc.client5.http.impl.io.PoolingHttpClientConnectionManager$1
2533:             3             72  org.apache.hc.client5.http.psl.DomainType
2534:             3             72  org.apache.hc.client5.http.ssl.DefaultHostnameVerifier$HostNameType
2535:             3             72  org.apache.hc.core5.http2.HttpVersionPolicy
2536:             3             72  org.apache.hc.core5.util.CharArrayBuffer
2537:             3             72  org.apache.kafka.clients.NetworkClient$State
2538:             3             72  org.apache.kafka.clients.admin.internals.AdminMetadataManager$State
2539:             3             72  org.apache.kafka.clients.consumer.OffsetResetStrategy
2540:             3             72  org.apache.kafka.clients.producer.internals.ProducerBatch$FinalState
2541:             3             72  org.apache.kafka.common.config.ConfigDef$Importance
2542:             3             72  org.apache.kafka.common.config.SslClientAuth
2543:             3             72  org.apache.kafka.common.message.ApiMessageType$ListenerType
2544:             3             72  org.apache.kafka.common.network.Selector$CloseMode
2545:             3             72  org.apache.kafka.streams.internals.StreamsConfigUtils$ProcessingMode
2546:             3             72  org.apache.kafka.streams.processor.internals.Task$TaskType
2547:             3             72  org.apache.tomcat.util.buf.EncodedSolidusHandling
2548:             3             72  org.apache.tomcat.util.http.parser.SkipResult
2549:             3             72  org.apache.tomcat.util.log.UserDataHelper$Mode
2550:             3             72  org.apache.tomcat.util.net.SendfileState
2551:             3             72  org.apache.tomcat.util.threads.InlineExecutorService
2552:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
2553:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
2554:             3             72  org.springframework.aop.framework.JdkDynamicAopProxy
2555:             3             72  org.springframework.aop.framework.JdkDynamicAopProxy$ProxiedInterfacesCache
2556:             1             72  org.springframework.aop.framework.autoproxy.InfrastructureAdvisorAutoProxyCreator
2557:             3             72  org.springframework.aop.support.DefaultPointcutAdvisor
2558:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
2559:             3             72  org.springframework.beans.factory.support.AbstractBeanFactory$BeanPostProcessorCacheAwareList
2560:             3             72  org.springframework.beans.support.ResourceEditorRegistrar
2561:             3             72  org.springframework.boot.Banner$Mode
2562:             3             72  org.springframework.boot.WebApplicationType
2563:             3             72  org.springframework.boot.actuate.autoconfigure.endpoint.expose.EndpointExposure
2564:             3             72  org.springframework.boot.actuate.autoconfigure.metrics.MeterRegistryPostProcessor$CompositeMeterRegistries
2565:             3             72  org.springframework.boot.actuate.autoconfigure.tracing.TracingProperties$Propagation$PropagationType
2566:             3             72  org.springframework.boot.actuate.autoconfigure.web.ManagementContextType
2567:             3             72  org.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType
2568:             3             72  org.springframework.boot.actuate.endpoint.OperationType
2569:             3             72  org.springframework.boot.actuate.endpoint.Show
2570:             3             72  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$1
2571:             3             72  org.springframework.boot.actuate.endpoint.web.WebEndpointHttpMethod
2572:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
2573:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
2574:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
2575:             1             72  org.springframework.boot.autoconfigure.jackson.JacksonProperties
2576:             3             72  org.springframework.boot.autoconfigure.kafka.KafkaProperties$Template
2577:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute
2578:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow
2579:             3             72  org.springframework.boot.context.config.ConfigData$Option
2580:             3             72  org.springframework.boot.context.config.StandardConfigDataResource
2581:             3             72  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
2582:             3             72  org.springframework.boot.context.properties.bind.PropertySourcesPlaceholdersResolver
2583:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form
2584:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
2585:             1             72  org.springframework.boot.jackson.JsonComponentModule
2586:             1             72  org.springframework.boot.jackson.JsonMixinModule
2587:             3             72  org.springframework.boot.origin.OriginTrackedResource
2588:             3             72  org.springframework.boot.sql.init.DatabaseInitializationMode
2589:             3             72  org.springframework.boot.validation.beanvalidation.MethodValidationExcludeFilter$$Lambda$1006/0x000000010086e918
2590:             1             72  org.springframework.cloud.stream.config.BindingServiceProperties
2591:             3             72  org.springframework.cloud.vault.config.KeyValueSecretBackendMetadata
2592:             3             72  org.springframework.cloud.vault.config.VaultConfigLocation
2593:             3             72  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver
2594:             3             72  org.springframework.context.support.ApplicationContextAwareProcessor
2595:             3             72  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker
2596:             3             72  org.springframework.core.annotation.PackagesAnnotationFilter
2597:             3             72  org.springframework.core.env.ProfilesParser$Context
2598:             3             72  org.springframework.core.io.buffer.DataBufferUtils$ReadCompletionHandler$State
2599:             3             72  org.springframework.expression.spel.SpelCompilerMode
2600:             3             72  org.springframework.expression.spel.support.ReflectionHelper$ArgumentsMatchKind
2601:             3             72  org.springframework.expression.spel.support.ReflectivePropertyAccessor$OptimalPropertyAccessor
2602:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
2603:             3             72  org.springframework.http.ReadOnlyHttpHeaders
2604:             3             72  org.springframework.http.client.reactive.AbstractClientHttpRequest$State
2605:             3             72  org.springframework.http.converter.ResourceRegionHttpMessageConverter
2606:             3             72  org.springframework.integration.support.management.micrometer.MicrometerMetricsCaptor$MicroGauge
2607:             3             72  org.springframework.jmx.support.RegistrationPolicy
2608:             3             72  org.springframework.jndi.JndiTemplate
2609:             3             72  org.springframework.kafka.core.DefaultKafkaProducerFactory$$Lambda$1645/0x0000000100a18288
2610:             3             72  org.springframework.kafka.core.DefaultKafkaProducerFactory$$Lambda$1646/0x0000000100a184b0
2611:             3             72  org.springframework.kafka.core.DefaultTransactionIdSuffixStrategy
2612:             3             72  org.springframework.kafka.support.LoggingProducerListener
2613:             3             72  org.springframework.messaging.handler.invocation.HandlerMethodArgumentResolverComposite
2614:             1             72  org.springframework.security.config.annotation.web.builders.HttpSecurity
2615:             1             72  org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration$CompositeFilterChainProxy
2616:             1             72  org.springframework.security.core.SpringSecurityMessageSource
2617:             3             72  org.springframework.security.web.header.writers.XXssProtectionHeaderWriter$HeaderValue
2618:             3             72  org.springframework.security.web.header.writers.frameoptions.XFrameOptionsHeaderWriter$XFrameOptionsMode
2619:             3             72  org.springframework.util.ConcurrentLruCache$CacheEntryState
2620:             3             72  org.springframework.vault.client.RestTemplateBuilder$RestTemplateBuilderClientHttpRequestFactoryWrapper
2621:             3             72  org.springframework.web.context.request.async.WebAsyncManager$State
2622:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
2623:             3             72  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition
2624:             3             72  org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition$ConsumeMediaTypeExpression
2625:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
2626:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
2627:             3             72  org.springframework.web.util.HierarchicalUriComponents$EncodeState
2628:             3             72  org.springframework.web.util.UriComponentsBuilder$EncodingHint
2629:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
2630:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
2631:             3             72  org.yaml.snakeyaml.comments.CommentType
2632:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
2633:             3             72  reactor.core.publisher.FluxConcatMap$ErrorMode
2634:             3             72  reactor.netty.http.HttpProtocol
2635:             1             72  reactor.netty.internal.shaded.reactor.pool.SimpleDequePool
2636:             3             72  reactor.netty.tcp.SslProvider$DefaultConfigurationType
2637:             3             72  reactor.netty.transport.logging.AdvancedByteBufFormat
2638:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@17.0.13)
2639:             3             72  sun.net.www.protocol.http.HttpURLConnection$TunnelState (java.base@17.0.13)
2640:             3             72  sun.security.jca.ProviderList (java.base@17.0.13)
2641:             3             72  sun.security.jca.ProviderList$3 (java.base@17.0.13)
2642:             3             72  sun.security.provider.NativePRNG$Variant (java.base@17.0.13)
2643:             3             72  sun.security.ssl.ClientAuthType (java.base@17.0.13)
2644:             3             72  sun.security.ssl.SSLMasterKeyDerivation (java.base@17.0.13)
2645:             2             64  [Lbrave.Span$Kind;
2646:             2             64  [Lch.qos.logback.core.model.processor.ProcessingPhase;
2647:             2             64  [Lcom.dynatrace.agent.constants.MatchType;
2648:             2             64  [Lcom.dynatrace.agent.introspection.uem.constants.SerializationConstants$Behavior;
2649:             2             64  [Lcom.dynatrace.agent.introspection.uem.constants.SerializationConstants$InjectionPoint;
2650:             2             64  [Lcom.dynatrace.agent.introspection.uem.constants.SerializationConstants$InjectionStrategy;
2651:             2             64  [Lcom.dynatrace.agent.introspection.uem.constants.SerializationConstants$IpMasking;
2652:             2             64  [Lcom.dynatrace.agent.measures.core.AggregationType;
2653:             2             64  [Lcom.fasterxml.jackson.annotation.JsonCreator$Mode;
2654:             1             64  [Lcom.fasterxml.jackson.annotation.JsonFormat$Feature;
2655:             1             64  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
2656:             2             64  [Lcom.fasterxml.jackson.annotation.JsonProperty$Access;
2657:             2             64  [Lcom.fasterxml.jackson.databind.annotation.JsonSerialize$Typing;
2658:             1             64  [Lcom.fasterxml.jackson.databind.node.IntNode;
2659:             2             64  [Lio.micrometer.tracing.Span$Kind;
2660:             1             64  [Lio.netty.handler.codec.http.HttpObjectDecoder$State;
2661:             2             64  [Ljakarta.servlet.SessionTrackingMode;
2662:             2             64  [Ljava.lang.StackWalker$Option; (java.base@17.0.13)
2663:             2             64  [Ljava.lang.ThreadGroup; (java.base@17.0.13)
2664:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.13)
2665:             2             64  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.13)
2666:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.13)
2667:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.13)
2668:             2             64  [Ljava.time.format.DateTimeFormatter; (java.base@17.0.13)
2669:             1             64  [Lorg.apache.catalina.LifecycleState;
2670:             2             64  [Lorg.apache.kafka.clients.consumer.OffsetResetStrategy;
2671:             2             64  [Lorg.apache.kafka.common.config.SslClientAuth;
2672:             2             64  [Lorg.apache.kafka.common.message.ApiMessageType$ListenerType;
2673:             2             64  [Lorg.apache.kafka.common.security.auth.SecurityProtocol;
2674:             2             64  [Lorg.apache.tomcat.util.http.ServerCookie;
2675:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.tracing.TracingProperties$Propagation$PropagationType;
2676:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.ManagementContextType;
2677:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType;
2678:             2             64  [Lorg.springframework.boot.actuate.endpoint.OperationType;
2679:             2             64  [Lorg.springframework.boot.actuate.endpoint.Show;
2680:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
2681:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
2682:             2             64  [Lorg.springframework.boot.context.config.ConfigData$Option;
2683:             2             64  [Lorg.springframework.cloud.stream.binder.kafka.streams.DeserializationExceptionHandler;
2684:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
2685:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
2686:             4             64  [Lorg.springframework.retry.RetryListener;
2687:             2             64  [Lorg.springframework.util.ConcurrentReferenceHashMap$TaskOption;
2688:             1             64  [Lorg.springframework.web.util.HierarchicalUriComponents$Type;
2689:             1             64  [Lorg.yaml.snakeyaml.events.Event$ID;
2690:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
2691:             4             64  [Lreactor.core.publisher.FluxPublish$PublishInner;
2692:             4             64  [Lreactor.core.publisher.SinkEmptyMulticast$Inner;
2693:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@17.0.13)
2694:             2             64  [Lsun.security.ssl.SSLTrafficKeyDerivation$KeySchedule; (java.base@17.0.13)
2695:             1             64  ch.qos.logback.core.ConsoleAppender
2696:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
2697:             2             64  ch.qos.logback.core.util.COWArrayList
2698:             2             64  com.dynatrace.agent.introspection.servlet.HttpRouteSource
2699:             1             64  com.dynatrace.agent.introspection.uem.mobile.MobileRUMApplication
2700:             1             64  com.dynatrace.agent.introspection.webservice.WebServiceSensor
2701:             4             64  com.dynatrace.agent.measures.jmx.MBeanServerProxy$MBeanGetAttributeExecutor
2702:             4             64  com.dynatrace.agent.measures.jmx.MBeanServerProxy$MBeanGetAttributesExecutor
2703:             1             64  com.dynatrace.agent.measures.jmx.MBeanTracker
2704:             2             64  com.dynatrace.agent.measures.jvm.JvmMetrics$GarbageCollectorStats
2705:             4             64  com.dynatrace.agent.util.LRUCache
2706:             4             64  com.dynatrace.agent.util.reflector.CachingReflector$MemberKey
2707:             1             64  com.fasterxml.classmate.util.LRUTypeCache$CacheMap
2708:             2             64  com.fasterxml.jackson.core.StreamWriteCapability
2709:             2             64  com.fasterxml.jackson.databind.cfg.EnumFeature
2710:             2             64  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
2711:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
2712:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
2713:             2             64  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
2714:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property (java.xml@17.0.13)
2715:             2             64  io.micrometer.context.ContextRegistry
2716:             2             64  io.micrometer.core.instrument.config.MeterFilter$9
2717:             2             64  io.netty.buffer.EmptyByteBuf
2718:             1             64  io.netty.buffer.PooledByteBufAllocator
2719:             1             64  io.netty.channel.epoll.EpollSocketChannelConfig
2720:             2             64  io.netty.channel.socket.InternetProtocolFamily
2721:             2             64  io.netty.util.Signal$SignalConstant
2722:             1             64  io.netty.util.concurrent.GlobalEventExecutor
2723:             2             64  java.io.BufferedOutputStream (java.base@17.0.13)
2724:             2             64  java.io.FileOutputStream (java.base@17.0.13)
2725:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.13)
2726:             2             64  java.security.KeyFactory (java.base@17.0.13)
2727:             4             64  java.security.spec.NamedParameterSpec (java.base@17.0.13)
2728:             2             64  java.time.temporal.IsoFields$Unit (java.base@17.0.13)
2729:             4             64  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@17.0.13)
2730:             1             64  java.util.logging.LogManager$RootLogger (java.logging@17.0.13)
2731:             4             64  java.util.regex.CharPredicates$$Lambda$260/0x00000001002c0638 (java.base@17.0.13)
2732:             2             64  java.util.regex.Pattern$NotBehind (java.base@17.0.13)
2733:             2             64  javax.crypto.JceSecurity$WeakIdentityWrapper (java.base@17.0.13)
2734:             4             64  javax.security.auth.login.AppConfigurationEntry$LoginModuleControlFlag (java.base@17.0.13)
2735:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.13)
2736:             2             64  jdk.internal.reflect.UnsafeQualifiedIntegerFieldAccessorImpl (java.base@17.0.13)
2737:             4             64  jdk.internal.util.Preconditions$1 (java.base@17.0.13)
2738:             4             64  jdk.proxy2.$Proxy102 (jdk.proxy2)
2739:             4             64  jdk.proxy2.$Proxy115 (jdk.proxy2)
2740:             4             64  jdk.proxy2.$Proxy21 (jdk.proxy2)
2741:             4             64  jdk.proxy2.$Proxy28 (jdk.proxy2)
2742:             4             64  jdk.proxy2.$Proxy53 (jdk.proxy2)
2743:             4             64  jdk.proxy2.$Proxy56 (jdk.proxy2)
2744:             4             64  jdk.proxy2.$Proxy73 (jdk.proxy2)
2745:             1             64  net.logstash.logback.encoder.LogstashEncoder
2746:             1             64  org.apache.catalina.core.ApplicationContext
2747:             2             64  org.apache.catalina.core.ApplicationFilterChain
2748:             1             64  org.apache.catalina.mapper.Mapper$ContextVersion
2749:             2             64  org.apache.commons.logging.impl.WeakHashtable$WeakKey
2750:             2             64  org.apache.coyote.http11.Http11InputBuffer$HeaderParseData
2751:             2             64  org.apache.coyote.http11.filters.BufferedInputFilter
2752:             2             64  org.apache.coyote.http11.filters.IdentityOutputFilter
2753:             4             64  org.apache.hc.core5.http.config.Registry
2754:             1             64  org.apache.hc.core5.pool.PoolEntry
2755:             4             64  org.apache.kafka.clients.admin.KafkaAdminClient$TimeoutProcessorFactory
2756:             4             64  org.apache.kafka.clients.admin.internals.AdminMetadataManager$AdminMetadataUpdater
2757:             4             64  org.apache.kafka.common.record.DefaultRecordBatch
2758:             2             64  org.apache.kafka.common.requests.OffsetFetchResponse$PartitionData
2759:             4             64  org.apache.kafka.common.serialization.StringDeserializer
2760:             4             64  org.apache.kafka.common.serialization.StringSerializer
2761:             1             64  org.apache.kafka.shaded.com.google.protobuf.CodedInputStream$ArrayDecoder
2762:             1             64  org.apache.kafka.shaded.io.opentelemetry.proto.metrics.v1.NumberDataPoint
2763:             2             64  org.apache.kafka.streams.kstream.internals.ConsumedInternal
2764:             2             64  org.apache.kafka.streams.kstream.internals.ProducedInternal
2765:             2             64  org.apache.kafka.streams.processor.internals.TaskExecutionMetadata
2766:             2             64  org.apache.kafka.streams.processor.internals.TopologyMetadata$TopologyVersion
2767:             2             64  org.apache.tomcat.util.buf.B2CConverter
2768:             2             64  org.apache.tomcat.util.buf.UEncoder
2769:             1             64  org.apache.tomcat.util.collections.ConcurrentLruCache$LimitedLinkedHashMap
2770:             2             64  org.apache.tomcat.util.http.parser.HttpHeaderParser
2771:             2             64  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParseData
2772:             2             64  org.apache.tomcat.util.threads.TaskThreadFactory
2773:             2             64  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$ExtensionBean
2774:             1             64  org.springframework.boot.autoconfigure.kafka.ConcurrentKafkaListenerContainerFactoryConfigurer
2775:             1             64  org.springframework.boot.autoconfigure.kafka.KafkaAnnotationDrivenConfiguration
2776:             1             64  org.springframework.boot.autoconfigure.template.TemplateAvailabilityProviders$1
2777:             1             64  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Accesslog
2778:             1             64  org.springframework.boot.autoconfigure.web.WebProperties$Resources$Cache$Cachecontrol
2779:             1             64  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties
2780:             2             64  org.springframework.boot.availability.AvailabilityChangeEvent
2781:             2             64  org.springframework.boot.context.config.ConfigDataEnvironmentContributors$$Lambda$188/0x00000001002596c8
2782:             2             64  org.springframework.boot.context.config.ConfigDataEnvironmentContributors$ContributorConfigDataLocationResolverContext
2783:             4             64  org.springframework.boot.context.properties.bind.BindConverter
2784:             4             64  org.springframework.boot.convert.StringToDataSizeConverter
2785:             4             64  org.springframework.boot.convert.StringToDurationConverter
2786:             4             64  org.springframework.boot.convert.StringToPeriodConverter
2787:             1             64  org.springframework.boot.web.servlet.DelegatingFilterProxyRegistrationBean$1
2788:             2             64  org.springframework.cloud.stream.binder.kafka.provisioning.KafkaTopicProvisioner
2789:             2             64  org.springframework.cloud.stream.binder.kafka.streams.KStreamBinderConfiguration$$SpringCGLIB$$0
